,MLII,V1
0 days 00:06:09.833364,-192,-85
0 days 00:06:09.836142,-193,-89
0 days 00:06:09.838920,-193,-88
0 days 00:06:09.841698,-196,-84
0 days 00:06:09.844476,-193,-80
0 days 00:06:09.847254,-195,-78
0 days 00:06:09.850032,-190,-78
0 days 00:06:09.852810,-189,-80
0 days 00:06:09.855588,-187,-82
0 days 00:06:09.858366,-189,-84
0 days 00:06:09.861144,-185,-84
0 days 00:06:09.863922,-190,-88
0 days 00:06:09.866700,-190,-88
0 days 00:06:09.869478,-192,-89
0 days 00:06:09.872256,-190,-88
0 days 00:06:09.875034,-192,-90
0 days 00:06:09.877812,-194,-91
0 days 00:06:09.880590,-193,-91
0 days 00:06:09.883368,-192,-96
0 days 00:06:09.886146,-196,-100
0 days 00:06:09.888924,-193,-112
0 days 00:06:09.891702,-194,-123
0 days 00:06:09.894480,-193,-143
0 days 00:06:09.897258,-183,-169
0 days 00:06:09.900036,-168,-200
0 days 00:06:09.902814,-145,-233
0 days 00:06:09.905592,-116,-262
0 days 00:06:09.908370,-86,-286
0 days 00:06:09.911148,-58,-301
0 days 00:06:09.913926,-41,-297
0 days 00:06:09.916704,-39,-279
0 days 00:06:09.919482,-41,-249
0 days 00:06:09.922260,-37,-214
0 days 00:06:09.925038,-25,-179
0 days 00:06:09.927816,3,-143
0 days 00:06:09.930594,41,-94
0 days 00:06:09.933372,75,-29
0 days 00:06:09.936150,92,40
0 days 00:06:09.938928,74,99
0 days 00:06:09.941706,11,129
0 days 00:06:09.944484,-82,126
0 days 00:06:09.947262,-184,91
0 days 00:06:09.950040,-273,40
0 days 00:06:09.952818,-332,-12
0 days 00:06:09.955596,-365,-50
0 days 00:06:09.958374,-383,-76
0 days 00:06:09.961152,-390,-90
0 days 00:06:09.963930,-401,-104
0 days 00:06:09.966708,-411,-112
0 days 00:06:09.969486,-418,-120
0 days 00:06:09.972264,-429,-127
0 days 00:06:09.975042,-434,-131
0 days 00:06:09.977820,-436,-132
0 days 00:06:09.980598,-436,-128
0 days 00:06:09.983376,-430,-126
0 days 00:06:09.986154,-428,-123
0 days 00:06:09.988932,-423,-122
0 days 00:06:09.991710,-420,-124
0 days 00:06:09.994488,-416,-133
0 days 00:06:09.997266,-412,-133
0 days 00:06:10.000044,-406,-138
0 days 00:06:10.002822,-396,-140
0 days 00:06:10.005600,-377,-141
0 days 00:06:10.008378,-352,-136
0 days 00:06:10.011156,-320,-126
0 days 00:06:10.013934,-291,-110
0 days 00:06:10.016712,-265,-98
0 days 00:06:10.019490,-245,-84
0 days 00:06:10.022268,-227,-78
0 days 00:06:10.025046,-219,-71
0 days 00:06:10.027824,-217,-66
0 days 00:06:10.030602,-214,-63
0 days 00:06:10.033380,-213,-64
0 days 00:06:10.036158,-213,-72
0 days 00:06:10.038936,-208,-71
0 days 00:06:10.041714,-207,-73
0 days 00:06:10.044492,-201,-71
0 days 00:06:10.047270,-198,-71
0 days 00:06:10.050048,-194,-71
0 days 00:06:10.052826,-193,-71
0 days 00:06:10.055604,-190,-72
0 days 00:06:10.058382,-190,-76
0 days 00:06:10.061160,-192,-77
0 days 00:06:10.063938,-191,-76
0 days 00:06:10.066716,-195,-80
0 days 00:06:10.069494,-195,-83
0 days 00:06:10.072272,-198,-78
0 days 00:06:10.075050,-197,-79
0 days 00:06:10.077828,-197,-79
0 days 00:06:10.080606,-195,-80
0 days 00:06:10.083384,-194,-83
0 days 00:06:10.086162,-194,-87
0 days 00:06:10.088940,-194,-95
0 days 00:06:10.091718,-197,-97
0 days 00:06:10.094496,-199,-95
0 days 00:06:10.097274,-203,-98
0 days 00:06:10.100052,-208,-105
0 days 00:06:10.102830,-209,-107
0 days 00:06:10.105608,-211,-110
0 days 00:06:10.108386,-215,-116
0 days 00:06:10.111164,-217,-119
0 days 00:06:10.113942,-215,-117
0 days 00:06:10.116720,-213,-118
0 days 00:06:10.119498,-214,-117
0 days 00:06:10.122276,-218,-117
0 days 00:06:10.125054,-219,-117
0 days 00:06:10.127832,-221,-122
0 days 00:06:10.130610,-222,-124
0 days 00:06:10.133388,-226,-125
0 days 00:06:10.136166,-227,-134
0 days 00:06:10.138944,-227,-136
0 days 00:06:10.141722,-230,-141
0 days 00:06:10.144500,-236,-143
0 days 00:06:10.147278,-235,-143
0 days 00:06:10.150056,-237,-143
0 days 00:06:10.152834,-237,-143
0 days 00:06:10.155612,-238,-146
0 days 00:06:10.158390,-239,-149
0 days 00:06:10.161168,-240,-153
0 days 00:06:10.163946,-241,-156
0 days 00:06:10.166724,-245,-162
0 days 00:06:10.169502,-241,-164
0 days 00:06:10.172280,-245,-162
0 days 00:06:10.175058,-243,-163
0 days 00:06:10.177836,-243,-161
0 days 00:06:10.180614,-241,-159
0 days 00:06:10.183392,-239,-156
0 days 00:06:10.186170,-238,-157
0 days 00:06:10.188948,-234,-159
0 days 00:06:10.191726,-232,-164
0 days 00:06:10.194504,-232,-163
0 days 00:06:10.197282,-230,-164
0 days 00:06:10.200060,-230,-160
0 days 00:06:10.202838,-229,-160
0 days 00:06:10.205616,-226,-157
0 days 00:06:10.208394,-226,-152
0 days 00:06:10.211172,-224,-148
0 days 00:06:10.213950,-216,-146
0 days 00:06:10.216728,-209,-140
0 days 00:06:10.219506,-206,-138
0 days 00:06:10.222284,-198,-137
0 days 00:06:10.225062,-195,-138
0 days 00:06:10.227840,-193,-133
0 days 00:06:10.230618,-193,-131
0 days 00:06:10.233396,-191,-128
0 days 00:06:10.236174,-191,-124
0 days 00:06:10.238952,-187,-126
0 days 00:06:10.241730,-185,-119
0 days 00:06:10.244508,-183,-119
0 days 00:06:10.247286,-176,-116
0 days 00:06:10.250064,-174,-114
0 days 00:06:10.252842,-171,-104
0 days 00:06:10.255620,-168,-99
0 days 00:06:10.258398,-167,-100
0 days 00:06:10.261176,-167,-100
0 days 00:06:10.263954,-166,-101
0 days 00:06:10.266732,-167,-100
0 days 00:06:10.269510,-168,-100
0 days 00:06:10.272288,-169,-94
0 days 00:06:10.275066,-167,-93
0 days 00:06:10.277844,-163,-91
0 days 00:06:10.280622,-160,-89
0 days 00:06:10.283400,-159,-82
0 days 00:06:10.286178,-157,-84
0 days 00:06:10.288956,-154,-82
0 days 00:06:10.291734,-157,-84
0 days 00:06:10.294512,-160,-85
0 days 00:06:10.297290,-162,-86
0 days 00:06:10.300068,-161,-91
0 days 00:06:10.302846,-163,-89
0 days 00:06:10.305624,-160,-86
0 days 00:06:10.308402,-162,-85
0 days 00:06:10.311180,-163,-79
0 days 00:06:10.313958,-163,-76
0 days 00:06:10.316736,-161,-76
0 days 00:06:10.319514,-164,-75
0 days 00:06:10.322292,-163,-74
0 days 00:06:10.325070,-166,-79
0 days 00:06:10.327848,-162,-79
0 days 00:06:10.330626,-163,-81
0 days 00:06:10.333404,-162,-84
0 days 00:06:10.336182,-164,-87
0 days 00:06:10.338960,-168,-87
0 days 00:06:10.341738,-165,-86
0 days 00:06:10.344516,-166,-84
0 days 00:06:10.347294,-164,-82
0 days 00:06:10.350072,-164,-82
0 days 00:06:10.352850,-164,-85
0 days 00:06:10.355628,-164,-85
0 days 00:06:10.358406,-167,-85
0 days 00:06:10.361184,-172,-85
0 days 00:06:10.363962,-171,-84
0 days 00:06:10.366740,-171,-80
0 days 00:06:10.369518,-175,-85
0 days 00:06:10.372296,-170,-84
0 days 00:06:10.375074,-173,-86
0 days 00:06:10.377852,-174,-89
0 days 00:06:10.380630,-173,-83
0 days 00:06:10.383408,-171,-84
0 days 00:06:10.386186,-171,-82
0 days 00:06:10.388964,-169,-83
0 days 00:06:10.391742,-166,-85
0 days 00:06:10.394520,-170,-85
0 days 00:06:10.397298,-170,-94
0 days 00:06:10.400076,-171,-93
0 days 00:06:10.402854,-173,-90
0 days 00:06:10.405632,-171,-94
0 days 00:06:10.408410,-172,-94
0 days 00:06:10.411188,-173,-91
0 days 00:06:10.413966,-171,-87
0 days 00:06:10.416744,-167,-84
0 days 00:06:10.419522,-167,-85
0 days 00:06:10.422300,-166,-85
0 days 00:06:10.425078,-167,-83
0 days 00:06:10.427856,-165,-84
0 days 00:06:10.430634,-167,-86
0 days 00:06:10.433412,-169,-90
0 days 00:06:10.436190,-170,-89
0 days 00:06:10.438968,-169,-88
0 days 00:06:10.441746,-173,-90
0 days 00:06:10.444524,-169,-89
0 days 00:06:10.447302,-169,-85
0 days 00:06:10.450080,-164,-83
0 days 00:06:10.452858,-165,-82
0 days 00:06:10.455636,-160,-87
0 days 00:06:10.458414,-161,-86
0 days 00:06:10.461192,-163,-87
0 days 00:06:10.463970,-161,-88
0 days 00:06:10.466748,-161,-91
0 days 00:06:10.469526,-164,-91
0 days 00:06:10.472304,-165,-95
0 days 00:06:10.475082,-169,-91
0 days 00:06:10.477860,-167,-90
0 days 00:06:10.480638,-165,-90
0 days 00:06:10.483416,-163,-87
0 days 00:06:10.486194,-160,-82
0 days 00:06:10.488972,-161,-85
0 days 00:06:10.491750,-166,-87
0 days 00:06:10.494528,-167,-91
0 days 00:06:10.497306,-165,-93
0 days 00:06:10.500084,-165,-92
0 days 00:06:10.502862,-165,-93
0 days 00:06:10.505640,-166,-93
0 days 00:06:10.508418,-166,-90
0 days 00:06:10.511196,-165,-90
0 days 00:06:10.513974,-162,-89
0 days 00:06:10.516752,-160,-87
0 days 00:06:10.519530,-157,-83
0 days 00:06:10.522308,-153,-83
0 days 00:06:10.525086,-153,-84
0 days 00:06:10.527864,-149,-86
0 days 00:06:10.530642,-152,-87
0 days 00:06:10.533420,-153,-92
0 days 00:06:10.536198,-151,-95
0 days 00:06:10.538976,-146,-97
0 days 00:06:10.541754,-143,-100
0 days 00:06:10.544532,-143,-102
0 days 00:06:10.547310,-141,-104
0 days 00:06:10.550088,-136,-101
0 days 00:06:10.552866,-134,-103
0 days 00:06:10.555644,-128,-98
0 days 00:06:10.558422,-126,-96
0 days 00:06:10.561200,-120,-90
0 days 00:06:10.563978,-113,-90
0 days 00:06:10.566756,-114,-85
0 days 00:06:10.569534,-114,-78
0 days 00:06:10.572312,-116,-80
0 days 00:06:10.575090,-120,-74
0 days 00:06:10.577868,-125,-72
0 days 00:06:10.580646,-132,-76
0 days 00:06:10.583424,-132,-75
0 days 00:06:10.586202,-133,-76
0 days 00:06:10.588980,-128,-75
0 days 00:06:10.591758,-127,-72
0 days 00:06:10.594536,-119,-72
0 days 00:06:10.597314,-115,-63
0 days 00:06:10.600092,-112,-59
0 days 00:06:10.602870,-112,-52
0 days 00:06:10.605648,-117,-51
0 days 00:06:10.608426,-122,-53
0 days 00:06:10.611204,-129,-59
0 days 00:06:10.613982,-137,-65
0 days 00:06:10.616760,-141,-72
0 days 00:06:10.619538,-146,-77
0 days 00:06:10.622316,-151,-78
0 days 00:06:10.625094,-153,-85
0 days 00:06:10.627872,-157,-83
0 days 00:06:10.630650,-157,-89
0 days 00:06:10.633428,-165,-85
0 days 00:06:10.636206,-165,-85
0 days 00:06:10.638984,-167,-91
0 days 00:06:10.641762,-171,-90
0 days 00:06:10.644540,-172,-90
0 days 00:06:10.647318,-169,-93
0 days 00:06:10.650096,-169,-86
0 days 00:06:10.652874,-168,-84
0 days 00:06:10.655652,-169,-88
0 days 00:06:10.658430,-170,-86
0 days 00:06:10.661208,-167,-91
0 days 00:06:10.663986,-167,-90
0 days 00:06:10.666764,-170,-91
0 days 00:06:10.669542,-173,-90
0 days 00:06:10.672320,-173,-89
0 days 00:06:10.675098,-174,-88
0 days 00:06:10.677876,-175,-89
0 days 00:06:10.680654,-177,-89
0 days 00:06:10.683432,-171,-92
0 days 00:06:10.686210,-169,-93
0 days 00:06:10.688988,-167,-95
0 days 00:06:10.691766,-169,-96
0 days 00:06:10.694544,-172,-94
0 days 00:06:10.697322,-173,-93
0 days 00:06:10.700100,-172,-90
0 days 00:06:10.702878,-176,-92
0 days 00:06:10.705656,-174,-93
0 days 00:06:10.708434,-177,-89
0 days 00:06:10.711212,-178,-91
0 days 00:06:10.713990,-174,-92
0 days 00:06:10.716768,-174,-93
0 days 00:06:10.719546,-173,-93
0 days 00:06:10.722324,-170,-94
0 days 00:06:10.725102,-171,-99
0 days 00:06:10.727880,-174,-103
0 days 00:06:10.730658,-173,-114
0 days 00:06:10.733436,-175,-130
0 days 00:06:10.736214,-173,-156
0 days 00:06:10.738992,-164,-182
0 days 00:06:10.741770,-139,-216
0 days 00:06:10.744548,-110,-249
0 days 00:06:10.747326,-73,-279
0 days 00:06:10.750104,-44,-298
0 days 00:06:10.752882,-21,-298
0 days 00:06:10.755660,-15,-281
0 days 00:06:10.758438,-15,-253
0 days 00:06:10.761216,-12,-216
0 days 00:06:10.763994,5,-177
0 days 00:06:10.766772,38,-137
0 days 00:06:10.769550,74,-80
0 days 00:06:10.772328,104,-15
0 days 00:06:10.775106,99,55
0 days 00:06:10.777884,57,103
0 days 00:06:10.780662,-26,120
0 days 00:06:10.783440,-131,94
0 days 00:06:10.786218,-239,44
0 days 00:06:10.788996,-319,-17
0 days 00:06:10.791774,-374,-69
0 days 00:06:10.794552,-401,-102
0 days 00:06:10.797330,-412,-119
0 days 00:06:10.800108,-416,-133
0 days 00:06:10.802886,-418,-141
0 days 00:06:10.805664,-424,-142
0 days 00:06:10.808442,-425,-149
0 days 00:06:10.811220,-427,-148
0 days 00:06:10.813998,-426,-146
0 days 00:06:10.816776,-424,-143
0 days 00:06:10.819554,-423,-139
0 days 00:06:10.822332,-422,-135
0 days 00:06:10.825110,-416,-132
0 days 00:06:10.827888,-410,-140
0 days 00:06:10.830666,-400,-142
0 days 00:06:10.833444,-387,-147
0 days 00:06:10.836222,-364,-148
0 days 00:06:10.839000,-340,-146
0 days 00:06:10.841778,-313,-130
0 days 00:06:10.844556,-279,-116
0 days 00:06:10.847334,-250,-100
0 days 00:06:10.850112,-229,-91
0 days 00:06:10.852890,-209,-79
0 days 00:06:10.855668,-196,-75
0 days 00:06:10.858446,-198,-74
0 days 00:06:10.861224,-195,-72
0 days 00:06:10.864002,-193,-75
0 days 00:06:10.866780,-196,-77
0 days 00:06:10.869558,-192,-74
0 days 00:06:10.872336,-191,-76
0 days 00:06:10.875114,-189,-76
0 days 00:06:10.877892,-189,-75
0 days 00:06:10.880670,-185,-73
0 days 00:06:10.883448,-179,-74
0 days 00:06:10.886226,-180,-72
0 days 00:06:10.889004,-181,-74
0 days 00:06:10.891782,-178,-75
0 days 00:06:10.894560,-180,-75
0 days 00:06:10.897338,-181,-73
0 days 00:06:10.900116,-185,-76
0 days 00:06:10.902894,-185,-80
0 days 00:06:10.905672,-183,-85
0 days 00:06:10.908450,-188,-90
0 days 00:06:10.911228,-188,-95
0 days 00:06:10.914006,-187,-93
0 days 00:06:10.916784,-188,-92
0 days 00:06:10.919562,-191,-90
0 days 00:06:10.922340,-191,-95
0 days 00:06:10.925118,-191,-97
0 days 00:06:10.927896,-193,-101
0 days 00:06:10.930674,-199,-106
0 days 00:06:10.933452,-200,-111
0 days 00:06:10.936230,-206,-120
0 days 00:06:10.939008,-206,-124
0 days 00:06:10.941786,-211,-129
0 days 00:06:10.944564,-211,-127
0 days 00:06:10.947342,-213,-126
0 days 00:06:10.950120,-213,-127
0 days 00:06:10.952898,-215,-128
0 days 00:06:10.955676,-212,-131
0 days 00:06:10.958454,-220,-136
0 days 00:06:10.961232,-223,-137
0 days 00:06:10.964010,-223,-145
0 days 00:06:10.966788,-229,-151
0 days 00:06:10.969566,-230,-153
0 days 00:06:10.972344,-229,-157
0 days 00:06:10.975122,-232,-155
0 days 00:06:10.977900,-234,-152
0 days 00:06:10.980678,-234,-148
0 days 00:06:10.983456,-231,-145
0 days 00:06:10.986234,-232,-152
0 days 00:06:10.989012,-234,-151
0 days 00:06:10.991790,-237,-153
0 days 00:06:10.994568,-237,-160
0 days 00:06:10.997346,-233,-159
0 days 00:06:11.000124,-234,-162
0 days 00:06:11.002902,-234,-160
0 days 00:06:11.005680,-234,-161
0 days 00:06:11.008458,-233,-156
0 days 00:06:11.011236,-236,-156
0 days 00:06:11.014014,-231,-156
0 days 00:06:11.016792,-231,-154
0 days 00:06:11.019570,-227,-153
0 days 00:06:11.022348,-222,-154
0 days 00:06:11.025126,-217,-152
0 days 00:06:11.027904,-211,-154
0 days 00:06:11.030682,-208,-147
0 days 00:06:11.033460,-205,-143
0 days 00:06:11.036238,-204,-138
0 days 00:06:11.039016,-199,-137
0 days 00:06:11.041794,-199,-131
0 days 00:06:11.044572,-194,-129
0 days 00:06:11.047350,-191,-128
0 days 00:06:11.050128,-185,-124
0 days 00:06:11.052906,-181,-119
0 days 00:06:11.055684,-177,-117
0 days 00:06:11.058462,-174,-116
0 days 00:06:11.061240,-174,-116
0 days 00:06:11.064018,-169,-114
0 days 00:06:11.066796,-168,-113
0 days 00:06:11.069574,-171,-108
0 days 00:06:11.072352,-170,-110
0 days 00:06:11.075130,-168,-102
0 days 00:06:11.077908,-165,-100
0 days 00:06:11.080686,-166,-96
0 days 00:06:11.083464,-162,-92
0 days 00:06:11.086242,-158,-90
0 days 00:06:11.089020,-155,-87
0 days 00:06:11.091798,-154,-88
0 days 00:06:11.094576,-152,-85
0 days 00:06:11.097354,-154,-86
0 days 00:06:11.100132,-154,-86
0 days 00:06:11.102910,-154,-81
0 days 00:06:11.105688,-154,-84
0 days 00:06:11.108466,-154,-83
0 days 00:06:11.111244,-154,-80
0 days 00:06:11.114022,-154,-82
0 days 00:06:11.116800,-154,-79
0 days 00:06:11.119578,-154,-78
0 days 00:06:11.122356,-150,-77
0 days 00:06:11.125134,-153,-76
0 days 00:06:11.127912,-154,-75
0 days 00:06:11.130690,-155,-75
0 days 00:06:11.133468,-156,-75
0 days 00:06:11.136246,-153,-75
0 days 00:06:11.139024,-157,-78
0 days 00:06:11.141802,-162,-77
0 days 00:06:11.144580,-158,-76
0 days 00:06:11.147358,-157,-71
0 days 00:06:11.150136,-156,-73
0 days 00:06:11.152914,-153,-71
0 days 00:06:11.155692,-152,-68
0 days 00:06:11.158470,-156,-70
0 days 00:06:11.161248,-160,-70
0 days 00:06:11.164026,-159,-71
0 days 00:06:11.166804,-160,-74
0 days 00:06:11.169582,-163,-78
0 days 00:06:11.172360,-165,-76
0 days 00:06:11.175138,-165,-76
0 days 00:06:11.177916,-165,-76
0 days 00:06:11.180694,-164,-74
0 days 00:06:11.183472,-162,-69
0 days 00:06:11.186250,-158,-68
0 days 00:06:11.189028,-157,-70
0 days 00:06:11.191806,-159,-73
0 days 00:06:11.194584,-159,-74
0 days 00:06:11.197362,-161,-77
0 days 00:06:11.200140,-160,-78
0 days 00:06:11.202918,-164,-77
0 days 00:06:11.205696,-161,-78
0 days 00:06:11.208474,-163,-76
0 days 00:06:11.211252,-162,-78
0 days 00:06:11.214030,-158,-78
0 days 00:06:11.216808,-159,-73
0 days 00:06:11.219586,-155,-69
0 days 00:06:11.222364,-154,-70
0 days 00:06:11.225142,-155,-74
0 days 00:06:11.227920,-161,-76
0 days 00:06:11.230698,-160,-79
0 days 00:06:11.233476,-160,-81
0 days 00:06:11.236254,-163,-84
0 days 00:06:11.239032,-164,-87
0 days 00:06:11.241810,-160,-84
0 days 00:06:11.244588,-161,-83
0 days 00:06:11.247366,-159,-78
0 days 00:06:11.250144,-157,-79
0 days 00:06:11.252922,-158,-75
0 days 00:06:11.255700,-154,-73
0 days 00:06:11.258478,-153,-75
0 days 00:06:11.261256,-156,-76
0 days 00:06:11.264034,-156,-76
0 days 00:06:11.266812,-157,-77
0 days 00:06:11.269590,-159,-82
0 days 00:06:11.272368,-159,-80
0 days 00:06:11.275146,-157,-78
0 days 00:06:11.277924,-157,-79
0 days 00:06:11.280702,-153,-74
0 days 00:06:11.283480,-153,-75
0 days 00:06:11.286258,-154,-69
0 days 00:06:11.289036,-153,-69
0 days 00:06:11.291814,-150,-69
0 days 00:06:11.294592,-148,-70
0 days 00:06:11.297370,-152,-67
0 days 00:06:11.300148,-155,-69
0 days 00:06:11.302926,-155,-73
0 days 00:06:11.305704,-158,-73
0 days 00:06:11.308482,-161,-71
0 days 00:06:11.311260,-157,-72
0 days 00:06:11.314038,-156,-68
0 days 00:06:11.316816,-152,-66
0 days 00:06:11.319594,-151,-62
0 days 00:06:11.322372,-151,-64
0 days 00:06:11.325150,-148,-63
0 days 00:06:11.327928,-153,-67
0 days 00:06:11.330706,-153,-69
0 days 00:06:11.333484,-153,-69
0 days 00:06:11.336262,-153,-74
0 days 00:06:11.339040,-152,-70
0 days 00:06:11.341818,-151,-72
0 days 00:06:11.344596,-152,-68
0 days 00:06:11.347374,-151,-71
0 days 00:06:11.350152,-147,-69
0 days 00:06:11.352930,-146,-65
0 days 00:06:11.355708,-142,-64
0 days 00:06:11.358486,-139,-66
0 days 00:06:11.361264,-139,-68
0 days 00:06:11.364042,-136,-72
0 days 00:06:11.366820,-138,-76
0 days 00:06:11.369598,-138,-80
0 days 00:06:11.372376,-134,-80
0 days 00:06:11.375154,-134,-78
0 days 00:06:11.377932,-131,-74
0 days 00:06:11.380710,-131,-76
0 days 00:06:11.383488,-127,-72
0 days 00:06:11.386266,-118,-70
0 days 00:06:11.389044,-115,-67
0 days 00:06:11.391822,-108,-67
0 days 00:06:11.394600,-106,-65
0 days 00:06:11.397378,-103,-62
0 days 00:06:11.400156,-103,-65
0 days 00:06:11.402934,-109,-62
0 days 00:06:11.405712,-115,-68
0 days 00:06:11.408490,-119,-66
0 days 00:06:11.411268,-124,-72
0 days 00:06:11.414046,-128,-68
0 days 00:06:11.416824,-126,-65
0 days 00:06:11.419602,-124,-63
0 days 00:06:11.422380,-118,-55
0 days 00:06:11.425158,-114,-46
0 days 00:06:11.427936,-110,-45
0 days 00:06:11.430714,-106,-42
0 days 00:06:11.433492,-103,-41
0 days 00:06:11.436270,-109,-42
0 days 00:06:11.439048,-112,-43
0 days 00:06:11.441826,-120,-42
0 days 00:06:11.444604,-126,-43
0 days 00:06:11.447382,-133,-48
0 days 00:06:11.450160,-137,-53
0 days 00:06:11.452938,-139,-56
0 days 00:06:11.455716,-139,-57
0 days 00:06:11.458494,-141,-57
0 days 00:06:11.461272,-141,-60
0 days 00:06:11.464050,-145,-62
0 days 00:06:11.466828,-150,-64
0 days 00:06:11.469606,-152,-67
0 days 00:06:11.472384,-159,-67
0 days 00:06:11.475162,-165,-70
0 days 00:06:11.477940,-161,-68
0 days 00:06:11.480718,-163,-65
0 days 00:06:11.483496,-161,-62
0 days 00:06:11.486274,-157,-64
0 days 00:06:11.489052,-154,-63
0 days 00:06:11.491830,-153,-63
0 days 00:06:11.494608,-158,-64
0 days 00:06:11.497386,-160,-66
0 days 00:06:11.500164,-162,-68
0 days 00:06:11.502942,-162,-71
0 days 00:06:11.505720,-165,-74
0 days 00:06:11.508498,-164,-71
0 days 00:06:11.511276,-164,-72
0 days 00:06:11.514054,-160,-68
0 days 00:06:11.516832,-160,-68
0 days 00:06:11.519610,-160,-63
0 days 00:06:11.522388,-156,-67
0 days 00:06:11.525166,-158,-70
0 days 00:06:11.527944,-158,-71
0 days 00:06:11.530722,-159,-73
0 days 00:06:11.533500,-157,-78
0 days 00:06:11.536278,-163,-82
0 days 00:06:11.539056,-163,-83
0 days 00:06:11.541834,-165,-78
0 days 00:06:11.544612,-163,-79
